iter	Passed	Remaining
1661	54410	11065
1662	54442	11032
1663	54477	11000
1664	54509	10967
1665	54542	10934
1666	54574	10901
1667	54606	10868
1668	54642	10836
1669	54675	10804
1670	54709	10771
1671	54741	10738
1672	54774	10706
1673	54808	10673
1674	54840	10640
1675	54872	10607
1676	54906	10575
1677	54938	10542
1678	54971	10509
1679	55004	10477
1680	55036	10444
1681	55069	10411
1682	55102	10378
1683	55138	10346
1684	55171	10314
1685	55204	10281
1686	55239	10248
1687	55271	10216
1688	55304	10183
1689	55338	10150
1690	55372	10118
1691	55403	10085
1692	55435	10052
1693	55468	10019
1694	55500	9986
1695	55531	9953
1696	55563	9920
1697	55596	9888
1698	55629	9855
1699	55665	9823
1700	55701	9791
1701	55733	9758
1702	55766	9725
1703	55799	9692
1704	55833	9660
1705	55867	9627
1706	55899	9594
1707	55933	9562
1708	55967	9529
1709	55998	9496
1710	56029	9463
1711	56061	9430
1712	56093	9398
1713	56128	9365
1714	56164	9333
1715	56198	9300
1716	56233	9268
1717	56267	9235
1718	56299	9203
1719	56331	9170
1720	56364	9137
1721	56398	9104
1722	56429	9072
1723	56462	9039
1724	56495	9006
1725	56526	8973
1726	56560	8940
1727	56594	8908
1728	56628	8875
1729	56660	8843
1730	56695	8810
1731	56730	8778
1732	56766	8745
1733	56800	8713
1734	56834	8680
1735	56868	8648
1736	56902	8615
1737	56938	8583
1738	56972	8550
1739	57005	8518
1740	57038	8485
1741	57070	8452
1742	57104	8419
1743	57137	8387
1744	57169	8354
1745	57202	8321
1746	57238	8289
1747	57271	8256
1748	57303	8223
1749	57337	8191
1750	57368	8158
1751	57401	8125
1752	57433	8092
1753	57467	8059
1754	57498	8026
1755	57530	7994
1756	57563	7961
1757	57595	7928
1758	57630	7895
1759	57663	7863
1760	57697	7830
1761	57730	7797
1762	57762	7765
1763	57798	7732
1764	57831	7699
1765	57863	7667
1766	57896	7634
1767	57930	7601
1768	57964	7569
1769	57998	7536
1770	58031	7503
1771	58063	7470
1772	58097	7438
1773	58133	7405
1774	58166	7373
1775	58199	7340
1776	58233	7307
1777	58267	7275
1778	58298	7242
1779	58331	7209
1780	58362	7176
1781	58396	7143
1782	58429	7111
1783	58461	7078
1784	58494	7045
1785	58528	7012
1786	58561	6980
1787	58593	6947
1788	58626	6914
1789	58660	6881
1790	58694	6849
1791	58727	6816
1792	58760	6783
1793	58793	6751
1794	58826	6718
1795	58861	6685
1796	58893	6652
1797	58927	6620
1798	58960	6587
1799	58993	6554
1800	59026	6522
1801	59060	6489
1802	59093	6456
1803	59129	6424
1804	59161	6391
1805	59195	6358
1806	59227	6325
1807	59260	6293
1808	59293	6260
1809	59327	6227
1810	59361	6195
1811	59392	6162
1812	59427	6129
1813	59461	6096
1814	59493	6064
1815	59525	6031
1816	59557	5998
1817	59591	5965
1818	59623	5932
1819	59656	5900
1820	59690	5867
1821	59724	5834
1822	59757	5801
1823	59791	5769
1824	59824	5736
1825	59857	5703
1826	59892	5671
1827	59924	5638
1828	59959	5605
1829	59993	5573
1830	60028	5540
1831	60061	5507
1832	60094	5475
1833	60130	5442
1834	60166	5410
1835	60199	5377
1836	60232	5344
1837	60264	5311
1838	60296	5278
1839	60328	5245
1840	60362	5213
1841	60395	5180
1842	60428	5147
1843	60462	5115
1844	60494	5082
1845	60536	5050
1846	60567	5017
1847	60600	4984
1848	60634	4951
1849	60670	4919
1850	60705	4886
1851	60738	4853
1852	60772	4821
1853	60806	4788
1854	60839	4755
1855	60873	4722
1856	60905	4690
1857	60937	4657
1858	60973	4624
1859	61009	4592
1860	61044	4559
1861	61080	4526
1862	61114	4494
1863	61148	4461
1864	61182	4428
1865	61215	4395
1866	61250	4363
1867	61282	4330
1868	61315	4297
1869	61349	4264
1870	61383	4232
1871	61414	4199
1872	61448	4166
1873	61480	4133
1874	61514	4100
1875	61546	4068
1876	61580	4035
1877	61616	4002
1878	61650	3970
1879	61682	3937
1880	61714	3904
1881	61745	3871
1882	61778	3838
1883	61809	3805
1884	61841	3772
1885	61872	3739
1886	61902	3706
1887	61932	3673
1888	61963	3641
1889	61996	3608
1890	62028	3575
1891	62060	3542
1892	62090	3509
1893	62121	3476
1894	62153	3443
1895	62183	3410
1896	62214	3378
1897	62246	3345
1898	62277	3312
1899	62308	3279
1900	62340	3246
1901	62370	3213
1902	62401	3180
1903	62431	3147
1904	62463	3114
1905	62493	3082
1906	62523	3049
1907	62555	3016
1908	62585	2983
1909	62616	2950
1910	62646	2917
1911	62678	2884
1912	62712	2852
1913	62743	2819
1914	62774	2786
1915	62815	2753
1916	62845	2721
1917	62877	2688
1918	62907	2655
1919	62938	2622
1920	62971	2589
1921	63002	2556
1922	63034	2524
1923	63065	2491
1924	63098	2458
1925	63131	2425
1926	63163	2392
1927	63193	2359
1928	63225	2327
1929	63253	2294
1930	63285	2261
1931	63294	2227
1932	63325	2194
1933	63355	2162
1934	63386	2129
1935	63419	2096
1936	63450	2063
1937	63482	2030
1938	63513	1998
1939	63546	1965
1940	63579	1932
1941	63611	1899
1942	63642	1867
1943	63673	1834
1944	63705	1801
1945	63735	1768
1946	63766	1735
1947	63797	1703
1948	63828	1670
1949	63868	1637
1950	63899	1604
1951	63928	1572
1952	63960	1539
1953	63992	1506
1954	64023	1473
1955	64056	1440
1956	64089	1408
1957	64121	1375
1958	64154	1342
1959	64196	1310
1960	64228	1277
1961	64258	1244
1962	64289	1211
1963	64321	1179
1964	64351	1146
1965	64382	1113
1966	64413	1080
1967	64445	1047
1968	64479	1015
1969	64510	982
1970	64542	949
1971	64573	916
1972	64603	884
1973	64634	851
1974	64666	818
1975	64699	785
1976	64730	753
1977	64761	720
1978	64792	687
1979	64823	654
1980	64855	622
1981	64885	589
1982	64917	556
1983	64949	523
1984	64979	491
1985	65011	458
1986	65044	425
1987	65075	392
1988	65113	360
1989	65149	327
1990	65184	294
1991	65220	261
1992	65254	229
1993	65286	196
1994	65317	163
1995	65349	130
1996	65381	98
1997	65414	65
1998	65448	32
1999	65483	0
